id_code,diagnosis,Contrast,Dissimilarity,Energy,Correlation,Homogeneity
1a369baf9ee6,2,6785.781069827035,60.88520980140936,0.0360604726584662,0.366547841100762,0.0624194441746778
69591ebb198d,2,6950.300248238309,60.92769058295965,0.0896400135661508,0.3196196351532655,0.1281592132488841
d88806d9ece9,2,5861.162556053812,56.40366752081999,0.064749188833096,0.4367467749316209,0.099381156171171
4289af3afbd2,2,6771.364169602819,57.192765054452266,0.124554173303599,0.3203548700831983,0.1594581292369754
1b8ad0afe9fb,2,6398.103219090326,59.16583920563741,0.0385819085892191,0.4035482194999066,0.0651030998483382
13d71389563f,2,7359.931694426647,63.407551249199216,0.0660570538591198,0.2992196993407929,0.1023579183290992
aca88f566228,2,8409.476317264574,68.18784032671364,0.0712398044176647,0.1868081374716822,0.0998017817779627
04d029cfb612,2,6086.192044362588,56.104920723894935,0.0955420404211278,0.4049265793636714,0.1373728607623132
9b418ce42c13,2,6426.232583279948,55.64674087123639,0.0569873346909402,0.3897547089267132,0.0990130575111869
1dfbede13143,2,7351.40134529148,62.4302930813581,0.060962941340689,0.2967849106237173,0.0897978290065423
74418f620068,2,7909.761771300449,66.22461563100578,0.0850622481299028,0.230637300509171,0.1193297258541527
3246f07e65b4,2,4406.233784433056,41.22749839846253,0.2368402174854872,0.5045046071234381,0.285286340374306
4e7694eebb91,2,8585.112568065342,69.67478779628443,0.0729807699433299,0.1840294472670567,0.1062828756415387
7102f29e052e,2,6775.726377322229,60.99235265855221,0.067625909616737,0.3462911377378361,0.1066497147187241
175dd560810a,2,6983.253022901986,60.74965967328636,0.093050320126471,0.3236595597272185,0.1322273178433891
57760be09c03,2,7644.884689301729,65.00756726457399,0.088048745657821,0.2468536923431247,0.1221256559519656
1968183f0e61,2,6443.117072389494,58.02742632927611,0.0988061207100176,0.3670897631068909,0.1414143409702741
d9bbdc33db83,2,4927.711523062139,49.20063260730301,0.0207221926941847,0.5443161593290164,0.0603996877564335
a56230242a95,2,4514.974195227418,46.45317504804613,0.0573037181049873,0.5720078090528162,0.109066409273273
1f543a86c4d4,2,5841.311158712366,54.49289317745036,0.1509409735752058,0.3976404199699065,0.1993905364530051
a4d41c495666,2,8241.083800448429,68.859465086483,0.0501225602408495,0.2328999265177359,0.0697815466296576
48c72dec46e5,2,7697.274323350417,63.11204756566303,0.1052331702116763,0.2560237041014616,0.1381603196481217
bfd5c0e55420,2,6463.180112908392,57.53545403587445,0.1134913074253274,0.3549964482686286,0.1500983426488209
5188a8afa879,2,5294.899203235105,51.7743233504164,0.1568303477898527,0.4535537045416326,0.2035649645240451
7bc2e0fa3f72,2,8717.748638693149,71.85157751441385,0.0616412086543852,0.1867183080428703,0.0788033586587942
6363b360aefb,2,6524.471112267776,58.78205076873799,0.0942837170064528,0.3587815621853039,0.1357337099986228
ca0f1a17c8e5,2,6660.722453555412,57.244114349775785,0.066651285825421,0.3623838882478065,0.1136343104394603
5a2c27b95c7c,2,8829.010289878284,70.0622197309417,0.0810407894682776,0.1601427655916916,0.113243114835721
2ba0b0d9bda2,2,8139.912215727098,66.22147261370915,0.0875198767145416,0.2211945272492135,0.1227786157016875
f18abfa690ab,2,6158.146881005764,59.202414317745024,0.0353961125567046,0.4314964105919332,0.0672267752705247
436e1793d240,2,8436.223714766178,70.68267536835364,0.0568722336908157,0.2108152480559187,0.0751110758303622
26453eb7e989,2,4149.058956598335,45.819486707238966,0.0210830077866591,0.617254132077628,0.0617208244272379
711d1480d2e3,2,8837.255024823831,69.59679292120437,0.0843739120621985,0.1578829065189805,0.1170194714727422
4a0890b08532,2,5890.857963645099,53.64708119795004,0.1275463731973052,0.4004689620464262,0.1667217197588461
0519b934f6b1,2,8793.941303651505,71.02206117873158,0.0354103844010631,0.1836539502974042,0.0520224806161178
3e1f8fecb06f,2,6146.385109705317,53.14604019859065,0.1165447606293946,0.4016356802269644,0.1696243186001491
b98f77098b9d,2,8350.10954516336,69.24595611787318,0.0502437258062201,0.2181483159024461,0.0797531973292164
d83c3efade75,2,6484.870255445227,57.896120275464455,0.1010370460892974,0.3624726434259646,0.1404278718011097
8d62ba9cb22a,2,7809.400224215247,65.3121396540679,0.0609666916804558,0.2588868132122718,0.1021760309235462
76cfe8967f7d,2,7231.137331838565,57.61326873798846,0.1840466132307673,0.2400732748280045,0.2231374656410862
10ecc5292ab1,2,7489.43697950032,62.07995675848815,0.1503315147790581,0.2308514580469212,0.1891312188143974
80feb1f7ca5e,2,7739.613669122356,65.87083600256247,0.0722078515436157,0.2420106428928425,0.0990795283973277
a8e08e7fe016,2,8524.795243433695,68.08672325432414,0.088029664114458,0.1836186921521241,0.1194342987294523
