id_code,diagnosis,Contrast,Dissimilarity,Energy,Correlation,Homogeneity
000c1434d8d7,2,8195.899103139014,66.784633247918,0.10123780525774664,0.18839914928411516,0.13296934225274956
001639a390f0,4,5995.211583119795,56.73752802690582,0.10257591527453912,0.4092918044609718,0.14696424682110798
0024cdab0c1e,1,8075.697129244074,66.59883488148623,0.0979293779966428,0.2188458199964356,0.1378014439834101
002c21358ce6,0,5412.419242472774,50.17052370275464,0.08052093129005049,0.48632854904496775,0.13812536128358213
005b95c28852,0,6805.732623318386,41.62131646380526,0.49192151426348696,0.2210555492632169,0.5179224218693462
0083ee8054ee,4,7297.60704276105,63.33990631005766,0.06367372773157817,0.2985006474045406,0.09471143861374319
0097f532ac9f,0,8549.619975176169,69.86693225496477,0.04638306029989293,0.20543836296324178,0.06754240741159488
00a8624548a9,2,6554.28499359385,58.46288436899424,0.11093622312647074,0.3467863569491574,0.15159861717886747
00b74780d31d,2,6587.829115951314,61.90046444586804,0.05718705163826344,0.37799316386550014,0.08091050036135757
00cb6555d108,1,8005.281229980781,65.92861146700832,0.08946375830864928,0.23243818647223533,0.12816757970818035
00cc2b75cddd,0,5321.009769378604,49.608183856502244,0.07172834288020467,0.4981552488821158,0.13285114254497224
00e4ddff966a,2,7139.701733664318,60.2674367392697,0.09469585503736347,0.3105486433393653,0.13224861868565177
00f6c1be5a33,0,5741.636070627803,52.00402386290839,0.09169615130753055,0.4518337658496476,0.14833585565813134
0104b032c141,3,7502.5576153106995,61.58283952594492,0.10161219492613882,0.2730544860413362,0.1400084272095798
0124dffecf29,1,6795.883528187061,57.459681294042284,0.12677759858024037,0.31754626133197533,0.1629169030034052
0125fbd2e791,0,5254.611166720051,48.78181053811659,0.09595956090646127,0.49794961673587657,0.15623905390434648
012a242ac6ff,2,7314.073010089685,64.06163917360666,0.06370248686873035,0.2934727300967274,0.09099013671916872
014508ccb9cb,0,4267.805613388853,41.67128443305573,0.14142366641396334,0.5894980328954659,0.20331821474692197
